-2.341438770294189453e+00,-1.412613201141357422e+01,-3.836732149124145508e+00
2.684381961822509766e+00,-1.102561378479003906e+01,-3.040604829788208008e+00
3.035889148712158203e+00,-1.059230899810791016e+01,-2.952474832534790039e+00
1.974788665771484375e+00,4.826070022583007812e+01,-1.294223308563232422e+01
-1.858137607574462891e+00,4.675672912597656250e+01,-1.253831958770751953e+01
-2.341438293457031250e+00,-1.412613391876220703e+01,-3.450452089309692383e+00
2.684381961822509766e+00,-1.102561378479003906e+01,-2.734477281570434570e+00
3.035889148712158203e+00,-1.059230899810791016e+01,-2.655219316482543945e+00
1.974790573120117188e+00,4.826069641113281250e+01,-1.163921833038330078e+01
-1.858137607574462891e+00,4.675672912597656250e+01,-1.127596569061279297e+01
-9.850563049316406250e+00,-1.861452674865722656e+01,-4.513685226440429688e+00
-2.341438293457031250e+00,-1.412613391876220703e+01,-3.068859338760375977e+00
2.684381484985351562e+00,-1.102561378479003906e+01,-2.432065248489379883e+00
3.035886526107788086e+00,-1.059230804443359375e+01,-2.361573457717895508e+00
4.583390808105468750e+01,5.485554695129394531e+00,-9.893349647521972656e+00
1.974793910980224609e+00,4.826070404052734375e+01,-1.035201168060302734e+01
-1.858137607574462891e+00,4.675672912597656250e+01,-1.002892971038818359e+01
-9.850563049316406250e+00,-1.861452674865722656e+01,-3.958502769470214844e+00
-2.341434955596923828e+00,-1.412613487243652344e+01,-2.691390275955200195e+00
2.684381961822509766e+00,-1.102561378479003906e+01,-2.132921457290649414e+00
3.035888671875000000e+00,-1.059230804443359375e+01,-2.071099996566772461e+00
4.583259963989257812e+01,5.485404014587402344e+00,-8.676220893859863281e+00
1.974793910980224609e+00,4.826070404052734375e+01,-9.078715324401855469e+00
-1.858142852783203125e+00,4.675672912597656250e+01,-8.795374870300292969e+00
-2.277097320556640625e+01,1.015198111534118652e+00,-3.689124107360839844e+00
-9.850560188293457031e+00,-1.861452293395996094e+01,-3.408581733703613281e+00
-6.311400413513183594e+00,-1.647718429565429688e+01,-2.855758905410766602e+00
-2.341438293457031250e+00,-1.412613391876220703e+01,-2.317498445510864258e+00
2.684382677078247070e+00,-1.102561187744140625e+01,-1.836612582206726074e+00
3.035888671875000000e+00,-1.059230804443359375e+01,-1.783380389213562012e+00
4.583131027221679688e+01,5.485248565673828125e+00,-7.470700263977050781e+00
1.974793910980224609e+00,4.826070404052734375e+01,-7.817487239837646484e+00
-1.858132839202880859e+00,4.675672912597656250e+01,-7.573507785797119141e+00
-2.277097320556640625e+01,1.015198111534118652e+00,-3.098805427551269531e+00
-3.641075134277343750e+01,-1.364391040802001953e+01,-5.286188125610351562e+00
-3.320137405395507812e+01,-1.399175834655761719e+01,-4.898187637329101562e+00
-9.850561141967773438e+00,-1.861452484130859375e+01,-2.863154411315917969e+00
-6.311400413513183594e+00,-1.647718238830566406e+01,-2.398791551589965820e+00
-2.341438770294189453e+00,-1.412613201141357422e+01,-1.946661233901977539e+00
2.684381961822509766e+00,-1.102561378479003906e+01,-1.542725920677185059e+00
3.035889148712158203e+00,-1.059230899810791016e+01,-1.498010993003845215e+00
3.504047393798828125e+01,-1.848833847045898438e+01,-5.386210918426513672e+00
3.641350936889648438e+01,-1.223993873596191406e+01,-5.222628116607666016e+00
6.547457885742187500e+01,5.170688152313232422e+00,-8.929032325744628906e+00
4.583002471923828125e+01,5.485087394714355469e+00,-6.275092124938964844e+00
1.974793910980224609e+00,4.826070404052734375e+01,-6.566565036773681641e+00
-1.858130931854248047e+00,4.675672531127929688e+01,-6.361624240875244141e+00
-5.411154556274414062e+01,1.331189346313476562e+01,-7.575837612152099609e+00
-2.277096939086914062e+01,1.015200018882751465e+00,-2.512538909912109375e+00
-5.660839462280273438e+01,2.403244972229003906e-01,-6.240000247955322266e+00
-5.786792373657226562e+01,-2.087773323059082031e+00,-6.382932186126708984e+00
-5.954598236083984375e+01,-1.442071247100830078e+01,-6.753493309020996094e+00
-3.641075134277343750e+01,-1.364390754699707031e+01,-4.286091804504394531e+00
-3.320138168334960938e+01,-1.399176216125488281e+01,-3.971497297286987305e+00
-9.850561141967773438e+00,-1.861452484130859375e+01,-2.321472167968750000e+00
